file	project	class	lines	recoveredCounterpart
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Creature\ICreatureInfoManager.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	8	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Creature\ICreatureInfoManager.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Creature\ICreatureInfoOverride.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	9	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Creature\ICreatureInfoOverride.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Creature\ICreatureInfoProperty.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	8	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Creature\ICreatureInfoProperty.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Creature\ICreatureInfoStat.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	8	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Creature\ICreatureInfoStat.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.AntiTamper\IClientMovementCommandValidator.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	8	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.AntiTamper\IClientMovementCommandValidator.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Mode\IModeCommand.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	7	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Mode\IModeCommand.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Mode\IModeCommandGroup.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	12	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Mode\IModeCommandGroup.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Move\IMoveCommand.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	7	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Move\IMoveCommand.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Move\IMoveCommandGroup.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	12	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Move\IMoveCommandGroup.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Platform\IPlatformCommand.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	6	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Platform\IPlatformCommand.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Platform\IPlatformCommandGroup.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	8	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Platform\IPlatformCommandGroup.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Position\IPositionCommand.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	8	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Position\IPositionCommand.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Position\IPositionCommandGroup.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	17	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Position\IPositionCommandGroup.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Rotation\IRotationCommand.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	7	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Rotation\IRotationCommand.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Rotation\IRotationCommandGroup.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	19	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Rotation\IRotationCommandGroup.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Scale\IScaleCommand.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	6	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Scale\IScaleCommand.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Scale\IScaleCommandGroup.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	10	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Scale\IScaleCommandGroup.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.State\IStateCommand.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	7	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.State\IStateCommand.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.State\IStateCommandGroup.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	12	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.State\IStateCommandGroup.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Time\ITimeCommand.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	6	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Time\ITimeCommand.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Time\ITimeCommandGroup.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	9	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Time\ITimeCommandGroup.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Velocity\IVelocityCommand.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	7	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Velocity\IVelocityCommand.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Velocity\IVelocityCommandGroup.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	12	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command.Velocity\IVelocityCommandGroup.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command\IEntityCommand.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	10	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command\IEntityCommand.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command\IEntityCommandGroup.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	11	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Command\IEntityCommandGroup.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Generator\IDirectMovementGenerator.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	9	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Generator\IDirectMovementGenerator.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Generator\IMovementGenerator.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	7	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Generator\IMovementGenerator.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Generator\IPathMovementGenerator.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	9	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Generator\IPathMovementGenerator.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Generator\IRandomMovementGenerator.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	10	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Generator\IRandomMovementGenerator.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Spline.Mode\ISplineMode.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	7	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Spline.Mode\ISplineMode.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Spline.Mode\ISplineModeFactory.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	6	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Spline.Mode\ISplineModeFactory.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Spline.Mode\ISplineModeInterpolatedOffset.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	8	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Spline.Mode\ISplineModeInterpolatedOffset.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Spline.Template\ISplineTemplate.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	8	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Spline.Template\ISplineTemplate.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Spline.Template\ISplineTemplatePath.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	8	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Spline.Template\ISplineTemplatePath.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Spline.Template\ISplineTemplatePoint.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	9	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Spline.Template\ISplineTemplatePoint.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Spline.Template\ISplineTemplateTbl.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	5	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Spline.Template\ISplineTemplateTbl.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Spline.Type\ISplineType.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	13	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Spline.Type\ISplineType.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Spline.Type\ISplineTypeFactory.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	6	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Spline.Type\ISplineTypeFactory.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Spline\ISpline.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	22	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Spline\ISpline.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Spline\ISplinePoint.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	11	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Spline\ISplinePoint.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Spline\ISplinePointLength.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	7	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement.Spline\ISplinePointLength.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement\IMovementManager.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	71	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Movement\IMovementManager.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Stat\IStatUpdateManager.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	11	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Stat\IStatUpdateManager.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Stat\IStatUpdater.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	15	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Stat\IStatUpdater.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Synchronisation\ISynchronisationTask.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	5	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Synchronisation\ISynchronisationTask.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Trigger\IGridTriggerEntity.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	7	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Trigger\IGridTriggerEntity.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Trigger\ITurnstileGridTriggerEntity.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	7	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Trigger\ITurnstileGridTriggerEntity.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Trigger\IVolumeGridTriggerEntity.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	7	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Trigger\IVolumeGridTriggerEntity.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Trigger\IWorldLocationVolumeGridTriggerEntity.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	9	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity.Trigger\IWorldLocationVolumeGridTriggerEntity.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IAiTurretEntity.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	6	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IAiTurretEntity.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IAppearance.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	11	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IAppearance.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IAppearanceManager.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	11	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IAppearanceManager.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IBag.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	20	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IBag.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IBindPointEntity.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	6	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IBindPointEntity.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IBindPointManager.cs	NexusUnleashed.Game.Abstract	A-AUTHORED	10	
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IBone.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	10	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IBone.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IBuybackInfo.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	10	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IBuybackInfo.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IBuybackItem.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	14	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IBuybackItem.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IBuybackManager.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	11	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IBuybackManager.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICameraEntity.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	6	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICameraEntity.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICharacterEntitlement.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	8	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICharacterEntitlement.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICharacterEntitlementManager.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	8	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICharacterEntitlementManager.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICharacterKeybindingManager.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	8	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICharacterKeybindingManager.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IChestEntity.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	6	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IChestEntity.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICinematicManager.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	9	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICinematicManager.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICollectableUnitEntity.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	6	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICollectableUnitEntity.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICorpseUnitEntity.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	6	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICorpseUnitEntity.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICostume.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	19	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICostume.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICostumeItem.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	14	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICostumeItem.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICostumeManager.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	17	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICostumeManager.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICreatureEntity.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	13	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICreatureEntity.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICreatureSpellEntry.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	8	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICreatureSpellEntry.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICurrency.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	11	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICurrency.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICurrencyManager.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	13	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICurrencyManager.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICustomisation.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	10	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\ICustomisation.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IDatacube.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	11	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IDatacube.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IDatacubeManager.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	12	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IDatacubeManager.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IDestructibleDoorEntity.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	6	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IDestructibleDoorEntity.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IDestructibleEntity.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	6	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IDestructibleEntity.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IDoorEntity.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	9	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IDoorEntity.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IEntityFactory.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	7	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IEntityFactory.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IEntityManager.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	7	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IEntityManager.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IEntitySummonFactory.cs	NexusUnleashed.Game.Abstract	C-MODIFIED	22	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IEntitySummonFactory.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IEsperPetEntity.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	6	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IEsperPetEntity.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IGhostEntity.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	19	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IGhostEntity.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IGridEntity.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	40	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IGridEntity.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IHarvestUnitEntity.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	6	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IHarvestUnitEntity.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IHiddenEntity.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	6	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IHiddenEntity.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IHousingHarvestPlugEntity.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	6	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IHousingHarvestPlugEntity.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IHousingMannequinEntity.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	6	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IHousingMannequinEntity.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IHousingPlantEntity.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	6	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IHousingPlantEntity.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IInstancePortalEntity.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	6	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IInstancePortalEntity.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IInventory.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	37	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IInventory.cs
NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IItem.cs	NexusUnleashed.Game.Abstract	C-LINEAGE	25	NexusUnleashed.Game.Abstract\NexusUnleashed.Game.Abstract.Entity\IItem.cs
